No.,Time,Source,Destination,Protocol,Length,Info
181,3.960487,2620:1ec:42::132,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TLSv1.2,112,Application Data
182,3.960531,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2620:1ec:42::132,TCP,74,1051  >  443 [ACK] Seq=20970 Ack=7277 Win=65792 Len=0
183,3.96622,162.159.136.234,192.168.59.232,TLSv1.2,163,Application Data
184,4.006182,192.168.59.232,20.42.73.25,TCP,54,"[TCP Retransmission] 1050  >  443 [FIN, ACK] Seq=22913 Ack=7614 Win=65792 Len=0"
185,4.01819,192.168.59.232,162.159.136.234,TCP,54,2247  >  443 [ACK] Seq=1 Ack=2189 Win=3574 Len=0
186,4.050396,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2603:1040:401:5::3c,TCP,86,1059  >  443 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 WS=256 SACK_PERM=1
187,4.145123,20.42.73.25,192.168.59.232,TCP,54,"443  >  1050 [FIN, ACK] Seq=7614 Ack=22914 Win=524800 Len=0"
188,4.145241,192.168.59.232,20.42.73.25,TCP,54,1050  >  443 [ACK] Seq=22914 Ack=7615 Win=65792 Len=0
189,4.219832,2620:1ec:42::132,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TLSv1.2,280,Application Data
190,4.219832,2620:1ec:42::132,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TLSv1.2,660,Application Data
191,4.219832,2620:1ec:42::132,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TLSv1.2,569,Application Data
192,4.219832,2620:1ec:42::132,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TLSv1.2,457,Application Data
193,4.219832,2620:1ec:42::132,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TLSv1.2,271,Application Data
194,4.219832,2620:1ec:42::132,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TLSv1.2,474,Application Data
195,4.219832,2620:1ec:42::132,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TLSv1.2,212,Application Data
196,4.219832,2620:1ec:42::132,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TLSv1.2,263,Application Data
197,4.219832,2620:1ec:42::132,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TLSv1.2,555,Application Data
198,4.219906,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2620:1ec:42::132,TCP,74,1051  >  443 [ACK] Seq=20970 Ack=10352 Win=65792 Len=0
199,4.221718,2620:1ec:42::132,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TLSv1.2,448,Application Data
200,4.221718,2620:1ec:42::132,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TLSv1.2,301,Application Data
201,4.221718,2620:1ec:42::132,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TLSv1.2,194,Application Data
202,4.221718,2620:1ec:42::132,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TLSv1.2,205,Application Data
203,4.221718,2620:1ec:42::132,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TLSv1.2,182,Application Data
204,4.221718,2620:1ec:42::132,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TLSv1.2,411,Application Data
205,4.221718,2620:1ec:42::132,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TLSv1.2,122,Application Data
206,4.221718,2620:1ec:42::132,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TLSv1.2,112,Application Data
207,4.221755,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2620:1ec:42::132,TCP,74,1051  >  443 [ACK] Seq=20970 Ack=11735 Win=64256 Len=0
208,4.25864,192.168.59.232,52.114.32.217,TCP,66,1060  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1
209,4.291322,192.168.59.232,192.168.59.222,DNS,89,Standard query 0x51a5 A in.ng.msg.teams.microsoft.com
210,4.291761,192.168.59.232,192.168.59.222,DNS,89,Standard query 0x83c2 AAAA in.ng.msg.teams.microsoft.com
211,4.300128,2603:1040:401:5::3c,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TCP,86,"443  >  1059 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 WS=256 SACK_PERM=1"
212,4.300194,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2603:1040:401:5::3c,TCP,74,1059  >  443 [ACK] Seq=1 Ack=1 Win=64768 Len=0
213,4.300723,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2603:1040:401:5::3c,TLSv1.2,591,Client Hello
214,4.311783,2603:1040:401:5::3c,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TCP,86,"443  >  1058 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 WS=256 SACK_PERM=1"
215,4.311783,52.114.36.17,192.168.59.232,TCP,66,"443  >  1057 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 WS=256 SACK_PERM=1"
216,4.311843,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2603:1040:401:5::3c,TCP,74,1058  >  443 [ACK] Seq=1 Ack=1 Win=64768 Len=0
217,4.31194,192.168.59.232,52.114.36.17,TCP,54,1057  >  443 [ACK] Seq=1 Ack=1 Win=65792 Len=0
218,4.311991,52.114.36.17,192.168.59.232,TCP,66,"443  >  1056 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 WS=256 SACK_PERM=1"
219,4.312011,192.168.59.232,52.114.36.17,TCP,54,1056  >  443 [ACK] Seq=1 Ack=1 Win=65792 Len=0
220,4.312411,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2603:1040:401:5::3c,TLSv1.2,591,Client Hello
221,4.312657,192.168.59.232,52.114.36.17,TLSv1.2,571,Client Hello
222,4.312859,192.168.59.232,52.114.36.17,TLSv1.2,571,Client Hello
223,4.385981,20.42.73.25,192.168.59.232,TCP,54,[TCP Dup ACK 187#1] 443  >  1050 [ACK] Seq=7615 Ack=22914 Win=524800 Len=0
224,4.445314,162.159.136.234,192.168.59.232,TLSv1.2,247,Application Data
225,4.463684,162.159.136.234,192.168.59.232,TLSv1.2,99,Application Data
226,4.463723,192.168.59.232,162.159.136.234,TCP,54,2247  >  443 [ACK] Seq=1 Ack=2427 Win=3573 Len=0
227,4.485285,2603:1040:401:5::3c,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TCP,1474,443  >  1059 [ACK] Seq=1 Ack=518 Win=524288 Len=1400 [TCP segment of a reassembled PDU]
228,4.487388,2603:1040:401:5::3c,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TCP,1474,443  >  1059 [ACK] Seq=1401 Ack=518 Win=524288 Len=1400 [TCP segment of a reassembled PDU]
229,4.487422,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2603:1040:401:5::3c,TCP,74,1059  >  443 [ACK] Seq=518 Ack=2801 Win=65792 Len=0
230,4.48748,2603:1040:401:5::3c,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TCP,1474,443  >  1059 [ACK] Seq=2801 Ack=518 Win=524288 Len=1400 [TCP segment of a reassembled PDU]
231,4.491207,2603:1040:401:5::3c,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TCP,1474,443  >  1059 [ACK] Seq=4201 Ack=518 Win=524288 Len=1400 [TCP segment of a reassembled PDU]
232,4.491247,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2603:1040:401:5::3c,TCP,74,1059  >  443 [ACK] Seq=518 Ack=5601 Win=65792 Len=0
233,4.491421,2603:1040:401:5::3c,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TLSv1.2,163,"Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
234,4.494811,2603:1040:401:5::3c,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TCP,5674,443  >  1058 [ACK] Seq=1 Ack=518 Win=524288 Len=5600 [TCP segment of a reassembled PDU]
235,4.494848,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2603:1040:401:5::3c,TCP,74,1058  >  443 [ACK] Seq=518 Ack=5601 Win=65792 Len=0
236,4.494948,2603:1040:401:5::3c,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TLSv1.2,163,"Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
237,4.495281,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2603:1040:401:5::3c,TLSv1.2,232,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
238,4.496654,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2603:1040:401:5::3c,TLSv1.2,232,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
239,4.523739,192.168.59.222,192.168.59.232,DNS,207,Standard query response 0x51a5 A in.ng.msg.teams.microsoft.com CNAME in.ng.msg.teams-msgapi.trafficmanager.net CNAME msgapi-prod-wjp-azsc6-1.cloudapp.net A 52.114.36.125
240,4.523888,192.168.59.222,192.168.59.232,DNS,252,Standard query response 0x83c2 AAAA in.ng.msg.teams.microsoft.com CNAME in.ng.msg.teams-msgapi.trafficmanager.net CNAME msgapi-prod-wjp-azsc6-1.cloudapp.net SOA ns1-201.azure-dns.com
241,4.524963,192.168.59.232,52.114.36.125,TCP,66,1061  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1
242,4.554663,192.168.59.232,52.114.36.125,TCP,66,1062  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1
243,4.628305,52.114.32.217,192.168.59.232,TCP,66,"443  >  1060 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 WS=256 SACK_PERM=1"
244,4.645301,2603:1040:401:5::3c,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TLSv1.2,125,"Change Cipher Spec, Encrypted Handshake Message"
245,4.64588,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2603:1040:401:5::3c,TCP,1474,1059  >  443 [ACK] Seq=676 Ack=5741 Win=65536 Len=1400 [TCP segment of a reassembled PDU]
246,4.64588,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2603:1040:401:5::3c,TLSv1.2,399,Application Data
247,4.66227,52.114.36.17,192.168.59.232,TCP,5654,443  >  1056 [ACK] Seq=1 Ack=518 Win=4193792 Len=5600 [TCP segment of a reassembled PDU]
248,4.66227,2603:1040:401:5::3c,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TLSv1.2,125,"Change Cipher Spec, Encrypted Handshake Message"
249,4.66227,52.114.36.17,192.168.59.232,TLSv1.2,704,"Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
250,4.66227,52.114.36.17,192.168.59.232,TCP,5654,443  >  1057 [ACK] Seq=1 Ack=518 Win=4193792 Len=5600 [TCP segment of a reassembled PDU]
251,4.662328,192.168.59.232,52.114.36.17,TCP,54,1056  >  443 [ACK] Seq=518 Ack=6251 Win=65792 Len=0
252,4.662358,192.168.59.232,52.114.36.17,TCP,54,1057  >  443 [ACK] Seq=518 Ack=5601 Win=65792 Len=0
253,4.662604,52.114.36.17,192.168.59.232,TLSv1.2,704,"Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
254,4.667172,192.168.59.232,52.114.36.17,TLSv1.2,212,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
255,4.668616,192.168.59.232,52.114.36.17,TLSv1.2,212,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
256,4.668734,192.168.59.232,52.114.36.17,TCP,54,"1057  >  443 [FIN, ACK] Seq=676 Ack=6251 Win=65024 Len=0"
257,4.668836,192.168.59.232,52.114.36.17,TLSv1.2,153,Application Data
258,4.66904,192.168.59.232,52.114.36.17,TCP,1454,1056  >  443 [ACK] Seq=775 Ack=6251 Win=65792 Len=1400 [TCP segment of a reassembled PDU]
259,4.66904,192.168.59.232,52.114.36.17,TLSv1.2,879,Application Data
260,4.669129,192.168.59.232,52.114.36.17,TLSv1.2,252,Application Data
261,4.707324,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2603:1040:401:5::3c,TCP,74,1058  >  443 [ACK] Seq=676 Ack=5741 Win=65536 Len=0
262,4.805109,2603:1040:401:5::3c,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TCP,74,443  >  1059 [ACK] Seq=5741 Ack=2401 Win=524800 Len=0
263,4.806934,2603:1040:401:5::3c,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TLSv1.2,934,Application Data
264,4.813263,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2603:1040:401:5::3c,TLSv1.2,1249,Application Data
265,4.822827,52.114.36.17,192.168.59.232,TCP,66,[TCP Dup ACK 247#1] 443  >  1056 [ACK] Seq=6251 Ack=518 Win=4193792 Len=0 SLE=676 SRE=775
266,4.822827,52.114.36.17,192.168.59.232,TCP,54,443  >  1056 [ACK] Seq=6251 Ack=775 Win=4193536 Len=0
267,4.826203,52.114.36.17,192.168.59.232,TLSv1.2,105,"Change Cipher Spec, Encrypted Handshake Message"
268,4.826294,52.114.36.17,192.168.59.232,TLSv1.2,123,Application Data
269,4.826306,192.168.59.232,52.114.36.17,TCP,54,1056  >  443 [ACK] Seq=3198 Ack=6371 Win=65536 Len=0
270,4.826591,192.168.59.232,52.114.36.17,TLSv1.2,92,Application Data
271,4.83221,52.114.36.17,192.168.59.232,TLSv1.2,92,Application Data
272,4.886039,192.168.59.232,52.114.36.17,TCP,54,1056  >  443 [ACK] Seq=3236 Ack=6409 Win=65536 Len=0
273,4.886063,52.114.36.125,192.168.59.232,TCP,66,"443  >  1061 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 WS=256 SACK_PERM=1"
274,4.886063,52.114.36.125,192.168.59.232,TCP,66,"443  >  1062 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 WS=256 SACK_PERM=1"
275,4.886196,192.168.59.232,52.114.36.125,TCP,54,1061  >  443 [ACK] Seq=1 Ack=1 Win=65792 Len=0
276,4.886233,192.168.59.232,52.114.36.125,TCP,54,1062  >  443 [ACK] Seq=1 Ack=1 Win=65792 Len=0
277,4.886647,192.168.59.232,52.114.36.125,TLSv1.2,571,Client Hello
278,4.886932,192.168.59.232,52.114.36.125,TLSv1.2,571,Client Hello
279,4.893103,52.114.36.17,192.168.59.232,TCP,54,443  >  1057 [ACK] Seq=6251 Ack=677 Win=4193536 Len=0
280,4.898396,52.114.36.17,192.168.59.232,TLSv1.2,105,"Change Cipher Spec, Encrypted Handshake Message"
281,4.898437,192.168.59.232,52.114.36.17,TCP,54,"1057  >  443 [RST, ACK] Seq=677 Ack=6302 Win=0 Len=0"
282,4.900518,52.114.36.17,192.168.59.232,TLSv1.2,123,Application Data
283,4.904056,52.114.36.17,192.168.59.232,TCP,54,"443  >  1057 [RST, ACK] Seq=6371 Ack=677 Win=0 Len=0"
284,4.970667,2603:1040:401:5::3c,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TLSv1.2,661,Application Data
285,4.97083,2603:1040:401:5::3c,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TLSv1.2,108,Application Data
286,4.970844,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2603:1040:401:5::3c,TCP,74,1059  >  443 [ACK] Seq=3576 Ack=7222 Win=65792 Len=0
287,4.975829,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2603:1040:401:5::3c,TCP,86,1063  >  443 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 WS=256 SACK_PERM=1
288,4.982572,52.114.36.17,192.168.59.232,TCP,54,443  >  1056 [ACK] Seq=6409 Ack=3236 Win=4193280 Len=0
289,4.982572,52.114.36.17,192.168.59.232,TLSv1.2,307,Application Data
290,4.998712,192.168.59.232,52.114.36.17,TLSv1.2,176,Application Data
291,4.998914,192.168.59.232,52.114.36.17,TLSv1.2,242,Application Data
292,4.999162,192.168.59.232,52.114.36.17,TLSv1.2,166,Application Data
293,4.9992,192.168.59.232,52.114.36.17,TLSv1.2,242,Application Data
294,5.178466,52.114.36.17,192.168.59.232,TCP,54,443  >  1056 [ACK] Seq=6662 Ack=3846 Win=4194304 Len=0
295,5.20123,52.114.36.17,192.168.59.232,TLSv1.2,163,Application Data
296,5.238156,2603:1040:401:5::3c,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TCP,86,"443  >  1063 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 WS=256 SACK_PERM=1"
297,5.238322,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2603:1040:401:5::3c,TCP,74,1063  >  443 [ACK] Seq=1 Ack=1 Win=64768 Len=0
298,5.238916,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2603:1040:401:5::3c,TLSv1.2,591,Client Hello
299,5.249507,192.168.59.232,52.114.36.17,TCP,54,1056  >  443 [ACK] Seq=3846 Ack=6771 Win=65280 Len=0
300,5.258046,52.114.36.125,192.168.59.232,TCP,1454,443  >  1061 [ACK] Seq=1 Ack=518 Win=524288 Len=1400 [TCP segment of a reassembled PDU]
301,5.258122,52.114.36.125,192.168.59.232,TCP,1454,443  >  1061 [ACK] Seq=1401 Ack=518 Win=524288 Len=1400 [TCP segment of a reassembled PDU]
302,5.25814,192.168.59.232,52.114.36.125,TCP,54,1061  >  443 [ACK] Seq=518 Ack=2801 Win=65792 Len=0
303,5.272677,52.114.36.125,192.168.59.232,TCP,2854,443  >  1061 [ACK] Seq=2801 Ack=518 Win=524288 Len=2800 [TCP segment of a reassembled PDU]
304,5.272677,52.114.36.125,192.168.59.232,TCP,5654,443  >  1062 [ACK] Seq=1 Ack=518 Win=524288 Len=5600 [TCP segment of a reassembled PDU]
305,5.272677,52.114.36.125,192.168.59.232,TLSv1.2,587,"Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
306,5.272677,52.114.36.125,192.168.59.232,TLSv1.2,587,"Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
307,5.272732,192.168.59.232,52.114.36.125,TCP,54,1061  >  443 [ACK] Seq=518 Ack=6134 Win=65792 Len=0
308,5.272762,192.168.59.232,52.114.36.125,TCP,54,1062  >  443 [ACK] Seq=518 Ack=6134 Win=65792 Len=0
309,5.278273,192.168.59.232,52.114.36.125,TLSv1.2,212,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
310,5.279719,192.168.59.232,52.114.36.125,TLSv1.2,212,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
311,5.279822,192.168.59.232,52.114.36.125,TCP,54,"1061  >  443 [FIN, ACK] Seq=676 Ack=6134 Win=65792 Len=0"
312,5.279949,192.168.59.232,52.114.36.125,TLSv1.2,153,Application Data
313,5.280135,192.168.59.232,52.114.36.125,TCP,1454,1062  >  443 [ACK] Seq=775 Ack=6134 Win=65792 Len=1400 [TCP segment of a reassembled PDU]
314,5.280135,192.168.59.232,52.114.36.125,TLSv1.2,69,Application Data
315,5.444552,52.114.36.125,192.168.59.232,TCP,54,443  >  1062 [ACK] Seq=6134 Ack=676 Win=524288 Len=0
316,5.447328,52.114.36.125,192.168.59.232,TLSv1.2,105,"Change Cipher Spec, Encrypted Handshake Message"
317,5.455169,52.114.36.125,192.168.59.232,TLSv1.2,190,"Application Data, Application Data, Application Data"
318,5.45521,192.168.59.232,52.114.36.125,TCP,54,1062  >  443 [ACK] Seq=2190 Ack=6321 Win=65536 Len=0
319,5.455716,192.168.59.232,52.114.36.125,TLSv1.2,92,Application Data
320,5.460114,52.114.36.125,192.168.59.232,TCP,66,[TCP Dup ACK 317#1] 443  >  1062 [ACK] Seq=6321 Ack=775 Win=524032 Len=0 SLE=2175 SRE=2190
321,5.460114,52.114.36.125,192.168.59.232,TCP,54,443  >  1062 [ACK] Seq=6321 Ack=2190 Win=524800 Len=0
322,5.614836,2603:1040:401:5::3c,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TCP,5674,443  >  1063 [ACK] Seq=1 Ack=518 Win=524288 Len=5600 [TCP segment of a reassembled PDU]
323,5.615042,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2603:1040:401:5::3c,TCP,74,1063  >  443 [ACK] Seq=518 Ack=5601 Win=65792 Len=0
324,5.615247,2603:1040:401:5::3c,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TLSv1.2,163,"Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
325,5.616867,52.114.36.125,192.168.59.232,TCP,54,[TCP Dup ACK 300#1] 443  >  1061 [ACK] Seq=6134 Ack=518 Win=524288 Len=0
326,5.616867,52.114.36.125,192.168.59.232,TCP,54,443  >  1061 [ACK] Seq=6134 Ack=677 Win=524288 Len=0
327,5.617032,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2603:1040:401:5::3c,TLSv1.2,232,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
328,5.617288,52.114.36.125,192.168.59.232,TCP,54,443  >  1062 [ACK] Seq=6321 Ack=2228 Win=524800 Len=0
329,5.621178,52.114.36.125,192.168.59.232,TCP,54,"443  >  1061 [FIN, ACK] Seq=6134 Ack=677 Win=524288 Len=0"
330,5.621206,192.168.59.232,52.114.36.125,TCP,54,1061  >  443 [ACK] Seq=677 Ack=6135 Win=65792 Len=0
331,5.661796,52.114.36.125,192.168.59.232,TLSv1.2,528,Application Data
332,5.667662,52.114.36.125,192.168.59.232,TCP,2854,443  >  1062 [ACK] Seq=6795 Ack=2228 Win=524800 Len=2800 [TCP segment of a reassembled PDU]
333,5.667662,52.114.36.125,192.168.59.232,TLSv1.2,1379,Application Data
334,5.667662,52.114.36.125,192.168.59.232,TLSv1.2,4254,"Application Data, Application Data"
335,5.66771,192.168.59.232,52.114.36.125,TCP,54,1062  >  443 [ACK] Seq=2228 Ack=15120 Win=65792 Len=0
336,5.678614,52.114.36.125,192.168.59.232,TCP,1454,443  >  1062 [ACK] Seq=15120 Ack=2228 Win=524800 Len=1400 [TCP segment of a reassembled PDU]
337,5.678614,52.114.36.125,192.168.59.232,TLSv1.2,1091,Application Data
338,5.678614,52.114.36.125,192.168.59.232,TLSv1.2,92,Application Data
339,5.678698,192.168.59.232,52.114.36.125,TCP,54,1062  >  443 [ACK] Seq=2228 Ack=17595 Win=65792 Len=0
340,5.725202,192.168.59.232,52.114.36.17,TLSv1.2,214,Application Data
341,5.72539,192.168.59.232,52.114.36.17,TLSv1.2,148,Application Data
342,5.886253,52.114.36.17,192.168.59.232,TCP,54,443  >  1056 [ACK] Seq=6771 Ack=4100 Win=4194048 Len=0
343,5.909594,52.114.36.17,192.168.59.232,TLSv1.2,574,Application Data
344,5.961857,192.168.59.232,52.114.36.17,TCP,54,1056  >  443 [ACK] Seq=4100 Ack=7291 Win=64512 Len=0
345,6.000199,2603:1040:401:5::3c,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TLSv1.2,125,"Change Cipher Spec, Encrypted Handshake Message"
346,6.000853,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2603:1040:401:5::3c,TCP,1474,1063  >  443 [ACK] Seq=676 Ack=5741 Win=65536 Len=1400 [TCP segment of a reassembled PDU]
347,6.000853,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2603:1040:401:5::3c,TCP,1474,1063  >  443 [ACK] Seq=2076 Ack=5741 Win=65536 Len=1400 [TCP segment of a reassembled PDU]
348,6.000853,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2603:1040:401:5::3c,TCP,1474,1063  >  443 [ACK] Seq=3476 Ack=5741 Win=65536 Len=1400 [TCP segment of a reassembled PDU]
349,6.000853,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2603:1040:401:5::3c,TCP,1474,1063  >  443 [ACK] Seq=4876 Ack=5741 Win=65536 Len=1400 [TCP segment of a reassembled PDU]
350,6.000853,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2603:1040:401:5::3c,TLSv1.2,977,Application Data
351,6.123646,52.114.36.17,192.168.59.232,TLSv1.2,162,Application Data
352,6.165766,192.168.59.232,52.114.36.17,TCP,54,1056  >  443 [ACK] Seq=4100 Ack=7399 Win=64512 Len=0
353,6.294911,162.159.136.234,192.168.59.232,TLSv1.2,477,Application Data
354,6.337593,192.168.59.232,162.159.136.234,TCP,54,2247  >  443 [ACK] Seq=1 Ack=2850 Win=3571 Len=0
355,6.381017,2603:1040:401:5::3c,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TCP,74,443  >  1063 [ACK] Seq=5741 Ack=3476 Win=524800 Len=0
356,6.386107,2603:1040:401:5::3c,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TCP,74,443  >  1063 [ACK] Seq=5741 Ack=6276 Win=524800 Len=0
357,6.407377,2603:1040:401:5::3c,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TLSv1.2,557,Application Data
358,6.410121,2603:1040:401:5::3c,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TLSv1.2,108,Application Data
359,6.410163,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2603:1040:401:5::3c,TCP,74,1063  >  443 [ACK] Seq=7179 Ack=6258 Win=65024 Len=0
360,6.410292,2603:1040:401:5::3c,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TLSv1.2,175,Application Data
361,6.411839,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2603:1040:401:5::3c,TLSv1.2,201,Application Data
362,6.412095,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2603:1040:401:5::3c,TLSv1.2,199,Application Data
363,6.417126,2603:1040:401:5::3c,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TLSv1.2,234,Application Data
364,6.419775,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2603:1040:401:5::3c,TLSv1.2,249,Application Data
365,6.422079,2603:1040:401:5::3c,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TLSv1.2,234,Application Data
366,6.423444,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2603:1040:401:5::3c,TLSv1.2,249,Application Data
367,6.430958,192.168.59.232,52.114.36.125,TLSv1.2,431,Application Data
368,6.432452,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2620:1ec:42::132,TCP,1474,1051  >  443 [ACK] Seq=20970 Ack=11735 Win=64256 Len=1400 [TCP segment of a reassembled PDU]
369,6.432452,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2620:1ec:42::132,TCP,1474,1051  >  443 [ACK] Seq=22370 Ack=11735 Win=64256 Len=1400 [TCP segment of a reassembled PDU]
370,6.432452,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2620:1ec:42::132,TCP,1474,1051  >  443 [ACK] Seq=23770 Ack=11735 Win=64256 Len=1400 [TCP segment of a reassembled PDU]
371,6.432452,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2620:1ec:42::132,TLSv1.2,1473,Application Data
372,6.432655,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2620:1ec:42::132,TLSv1.2,515,Application Data
373,6.485954,162.159.136.234,192.168.59.232,TLSv1.2,146,Application Data
374,6.537717,192.168.59.232,162.159.136.234,TCP,54,2247  >  443 [ACK] Seq=1 Ack=2942 Win=3571 Len=0
